From	To
Q86V86	CCDS33678.1
Q14689	CCDS46655.1
Q14689	CCDS46656.1
Q14689	CCDS46657.1
Q14689	CCDS54490.1
Q14689	CCDS54491.1
P42263	CCDS14604.1
P42263	CCDS14605.1
Q8IY92	CCDS10506.2
P82094	CCDS43105.1
P82094	CCDS87105.1
Q14697	CCDS41656.1
Q14697	CCDS8026.1
Q9NPC2	CCDS6377.1
P12956	CCDS14021.1
P12956	CCDS74870.1
O75448	CCDS11359.1
O75448	CCDS42315.1
Q3ZCM7	CCDS7051.1
Q8WZ42	CCDS33337.1
Q8WZ42	CCDS54421.1
Q8WZ42	CCDS54422.1
Q8WZ42	CCDS54423.1
Q8WZ42	CCDS54424.1
Q8WZ42	CCDS59435.1
Q92823	CCDS47686.1
Q92823	CCDS55153.1
Q92823	CCDS5751.1
O75191	CCDS2678.1
O75970	CCDS47951.1
O75970	CCDS59119.1
O75970	CCDS59120.1
O75970	CCDS83342.1
Q92736	CCDS55691.1
C9JLR9	CCDS44636.1
Q5JWF2	CCDS46622.1
Q96DB2	CCDS2615.1
Q96DB2	CCDS46760.1
P16581	CCDS1283.1
Q14160	CCDS6411.1
Q14160	CCDS6412.1
Q49A26	CCDS10524.1
Q49A26	CCDS81945.1
Q49A26	CCDS92098.1
A6NHL2	CCDS53491.1
A6NHL2	CCDS7066.2
Q6DHV5	CCDS41555.1
Q6DHV5	CCDS53560.1
Q6DHV5	CCDS58090.1
Q6DHV5	CCDS91310.1
Q96HP4	CCDS2630.1
Q8WXW3	CCDS31991.1
P20340	CCDS58155.1
P20340	CCDS58156.1
P20340	CCDS8223.1
P20340	CCDS8224.1
Q8TF62	CCDS32238.1
P32298	CCDS33946.1
P32298	CCDS33947.1
P32298	CCDS47002.1
P32298	CCDS68656.1
P42695	CCDS31723.1
Q9BQ89	CCDS13008.1
Q08AF3	CCDS32619.1
P49641	CCDS32332.1
O43306	CCDS8767.1
O43306	CCDS8768.1
Q8NGQ2	CCDS31541.1
Q8TEU7	CCDS34225.1
Q8TEU7	CCDS54897.1
Q8TEU7	CCDS54898.1
Q8TEU7	CCDS54899.1
Q8TEU7	CCDS54900.1
Q8TEU7	CCDS54901.1
P38432	CCDS11592.1
Q86XL3	CCDS41869.1
Q15544	CCDS4797.1
Q15544	CCDS59014.1
Q9UKN7	CCDS42271.1
Q9Y6M1	CCDS3273.2
Q9Y6M1	CCDS33903.1
Q9Y6M1	CCDS77869.1
O60264	CCDS3761.1
Q13488	CCDS53670.1
Q13488	CCDS8177.1
Q8WX93	CCDS34098.1
Q8WX93	CCDS54818.1
Q8WX93	CCDS54819.1
Q8WX93	CCDS54820.1
Q92993	CCDS31610.1
Q92993	CCDS55771.1
Q92993	CCDS8109.1
Q92993	CCDS8110.1
Q14690	CCDS31276.1
P49703	CCDS11463.1
Q8TDW7	CCDS91573.1
O75955	CCDS4688.1
Q9BQG0	CCDS11046.1
Q9BQG0	CCDS42238.1
Q13496	CCDS14694.1
Q8NCN5	CCDS45520.1
P36955	CCDS11012.1
Q16650	CCDS33310.1
Q9BQS8	CCDS2734.1
Q9BXP2	CCDS5707.1
Q9BXP2	CCDS59068.1
Q9BXP2	CCDS59069.1
Q9Y5H0	CCDS47290.1
Q9Y5H0	CCDS75329.1
O76071	CCDS2019.1
Q00587	CCDS13949.1
Q5VU65	CCDS41399.1
Q5VU65	CCDS53370.1
Q32M45	CCDS31884.1
Q32M45	CCDS66445.1
Q5VT97	CCDS44169.1
Q2QGD7	CCDS43145.1
Q2QGD7	CCDS43146.1
Q86X52	CCDS10390.1
O15480	CCDS14220.1
Q15723	CCDS3744.1
Q15723	CCDS3745.1
Q15723	CCDS64062.1
Q15723	CCDS64063.1
Q15723	CCDS82954.1
Q9Y6Q9	CCDS13406.1
Q9Y6Q9	CCDS13407.1
Q9Y6Q9	CCDS54472.1
Q8NDH2	CCDS73596.1
Q9Y5S2	CCDS9978.1
Q8WU10	CCDS31755.1
Q8WU10	CCDS86287.1
Q8NEN9	CCDS7600.1
Q9H5V8	CCDS2727.1
Q9H5V8	CCDS46812.1
Q562F6	CCDS42796.1
Q5CZC0	CCDS54426.2
P25705	CCDS11927.1
P25705	CCDS58620.1
P25705	CCDS59315.1
Q8TAT6	CCDS45812.1
P57075	CCDS13687.1
P57075	CCDS33566.1
P57075	CCDS58791.1
Q8TBR7	CCDS10996.1
Q8TBR7	CCDS82031.1
P22557	CCDS14366.1
P22557	CCDS35303.1
P22557	CCDS43960.1
Q8IYD1	CCDS14336.1
P08949	CCDS10332.1
P08949	CCDS42076.1
Q8IXF0	CCDS53891.1
Q8IXF0	CCDS53892.1
Q8IXF0	CCDS55912.1
Q8IXF0	CCDS9645.1
Q8TD57	CCDS10594.1
Q9NQQ7	CCDS13396.1
Q9NQQ7	CCDS13397.1
Q9NQQ7	CCDS63292.1
Q9HB63	CCDS86324.1
Q9HB63	CCDS86325.1
Q9HB63	CCDS9054.1
P29320	CCDS2922.1
P29320	CCDS46875.1
P54826	CCDS6674.1
Q96P67	CCDS14259.1
Q9BZQ8	CCDS1364.1
Q6PJG2	CCDS9819.1
Q32M88	CCDS31322.2
P12109	CCDS13727.1
Q8WW38	CCDS47908.1
Q8WW38	CCDS94333.1
Q8WXD9	CCDS42103.1
Q86UK0	CCDS33372.1
Q86UK0	CCDS33373.1
Q5THJ4	CCDS30588.1
Q5THJ4	CCDS30589.1
O60293	CCDS41813.1
Q7Z4H7	CCDS6489.1
P33527	CCDS42122.1
P33527	CCDS45427.1
Q7Z3Z3	CCDS33623.1
Q92543	CCDS31721.1
Q92543	CCDS86261.1
Q9UL62	CCDS14561.1
Q14626	CCDS6567.1
Q8IWZ5	CCDS3113.1
Q96BM1	CCDS9973.1
Q9UNA1	CCDS4277.1
Q9UNA1	CCDS47297.1
Q9UIW2	CCDS33847.2
Q8WYK1	CCDS46401.1
Q92610	CCDS32317.1
Q7RTP0	CCDS73691.1
Q7RTP0	CCDS73692.1
P49418	CCDS47574.1
P49418	CCDS5456.1
P09681	CCDS11542.1
P51512	CCDS6246.1
Q9H228	CCDS12240.1
Q13216	CCDS3978.1
Q13216	CCDS93715.1
Q92544	CCDS13196.2
P17342	CCDS47196.1
P17342	CCDS56356.1
P17342	CCDS56357.1
O75608	CCDS6157.1
O75608	CCDS64899.1
Q13459	CCDS46010.1
Q13459	CCDS92551.1
Q6PIF6	CCDS46405.1
O00308	CCDS10885.1
O00308	CCDS58475.1
O00308	CCDS58476.1
O00308	CCDS58477.1
Q9ULC6	CCDS178.1
Q7Z3U7	CCDS31849.1
Q7Z3U7	CCDS61175.1
Q7Z3U7	CCDS61177.1
Q7Z3U7	CCDS61178.1
Q8TAD4	CCDS34173.1
Q8TAD4	CCDS3996.1
Q8TAD4	CCDS58955.1
P51570	CCDS11728.1
P28331	CCDS2366.1
P28331	CCDS56162.1
P28331	CCDS56163.1
P28331	CCDS56164.1
P28331	CCDS56165.1
Q9C0G0	CCDS45885.1
Q9C0G0	CCDS54191.1
Q9C0G0	CCDS58634.1
Q0VDD8	CCDS41472.1
Q0VDD8	CCDS44322.1
P20393	CCDS11361.1
Q9HBA0	CCDS53827.1
Q9HBA0	CCDS53828.1
Q9HBA0	CCDS53829.1
Q9HBA0	CCDS9134.1
Q9HBA0	CCDS9135.1
O00462	CCDS3658.1
Q9UKY0	CCDS13081.1
P21817	CCDS33011.1
P21817	CCDS42563.1
P53367	CCDS34080.1
P53367	CCDS3780.1
O75037	CCDS30965.1
O75037	CCDS58054.1
O75037	CCDS58055.1
O75037	CCDS58056.1
Q6A555	CCDS35104.1
Q9BT81	CCDS5977.1
Q5T9C9	CCDS48030.1
Q5T9C9	CCDS6885.1
H3BS89	CCDS59086.1
P23443	CCDS11621.1
P23443	CCDS62271.1
P23443	CCDS62272.1
P23443	CCDS62273.1
Q5VWK5	CCDS637.1
Q2Y0W8	CCDS44890.1
Q2Y0W8	CCDS58232.1
Q2Y0W8	CCDS58233.1
Q2Y0W8	CCDS73470.1
P21917	CCDS7710.1
Q4G0N4	CCDS3917.1
Q4G0N4	CCDS47197.1
P09603	CCDS30797.1
P09603	CCDS816.1
P09603	CCDS817.1
Q13509	CCDS10988.1
Q13509	CCDS56012.1
Q5JTC6	CCDS14377.2
Q96ST8	CCDS32987.1
O43663	CCDS32334.1
O43663	CCDS45352.1
O43663	CCDS45353.2
Q12857	CCDS44156.1
Q12857	CCDS53321.1
Q12857	CCDS53322.1
Q12857	CCDS615.1
P22105	CCDS4736.1
P22105	CCDS93886.1
P52209	CCDS113.1
O14958	CCDS884.1
O15389	CCDS33088.1
Q8WUH6	CCDS9110.1
P09211	CCDS41679.1
Q14CX7	CCDS9159.1
Q5T2R2	CCDS31168.1
Q12996	CCDS44563.1
Q12996	CCDS44564.1
Q12996	CCDS7883.1
Q9BS86	CCDS5509.1
Q9BS86	CCDS55110.1
Q8NER5	CCDS2205.1
Q8NER5	CCDS46432.1
Q8NER5	CCDS46433.1
Q8NER5	CCDS46434.1
Q8NC96	CCDS8589.1
Q9HC58	CCDS13140.1
Q8IWI9	CCDS55959.1
Q8IWI9	CCDS55960.1
O15050	CCDS46789.2
Q96MH6	CCDS6161.1
Q96MH6	CCDS75741.1
Q96MH6	CCDS75742.1
P42345	CCDS127.1
O95071	CCDS34933.1
O95071	CCDS64946.1
Q9UBF8	CCDS55637.1
Q9UBF8	CCDS55638.1
Q9UBF8	CCDS81376.1
P49914	CCDS10311.1
Q6UXD5	CCDS10658.1
Q6UXD5	CCDS10659.1
Q6UXD5	CCDS45458.1
Q6UXD5	CCDS58447.1
P51811	CCDS14241.1
Q9C0H9	CCDS45660.1
Q13733	CCDS1197.1
Q13733	CCDS44255.1
Q92664	CCDS45019.1
P22732	CCDS44054.1
P22732	CCDS99.1
Q9BVV6	CCDS45115.1
Q9BVV6	CCDS58320.1
Q9BVV6	CCDS58321.1
Q9BVV6	CCDS58322.1
O75054	CCDS30813.1
O75054	CCDS30814.1
O75376	CCDS11175.1
O75376	CCDS54094.1
O75376	CCDS54095.1
Q14149	CCDS42924.1
Q494V2	CCDS3037.1
O15264	CCDS4818.1
Q9H9L4	CCDS44869.1
P14324	CCDS1110.1
P14324	CCDS44241.1
P35270	CCDS1920.1
Q96FE5	CCDS45313.1
Q96FE5	CCDS73766.1
Q9C0A1	CCDS55907.1
Q8IWT3	CCDS4890.1
Q99489	CCDS5082.2
Q99489	CCDS5083.2
P07199	CCDS13064.1
Q9UJ98	CCDS34703.1
Q9UJ98	CCDS64730.1
Q8TCG1	CCDS33812.1
Q5HYJ3	CCDS41700.1
Q9HCC6	CCDS5.1
P09327	CCDS2417.1
Q9HA38	CCDS3224.1
Q9HA38	CCDS46962.1
P22352	CCDS43389.1
Q9BZG2	CCDS12802.1
P41180	CCDS3010.1
P41180	CCDS54632.1
P41247	CCDS14129.1
P41247	CCDS55368.1
O75382	CCDS58115.1
O75382	CCDS7764.1
Q96JB2	CCDS9398.1
O95865	CCDS4718.1
Q9P0X4	CCDS46710.1
Q9P0X4	CCDS46711.1
Q9P000	CCDS44571.1
Q9P000	CCDS7900.1
P83111	CCDS10182.1
P83111	CCDS45275.1
Q8N468	CCDS1455.1
Q86VQ1	CCDS34601.1
Q9HA77	CCDS9514.1
Q96CN5	CCDS11797.1
Q5VST9	CCDS1570.2
Q5VST9	CCDS58065.1
O76013	CCDS11395.1
Q2TB18	CCDS3068.1
Q5T6L9	CCDS34576.1
Q5T6L9	CCDS64572.1
Q5T6L9	CCDS64573.1
Q5T6L9	CCDS64574.1
Q9UBC2	CCDS32944.1
Q9UBC2	CCDS58653.1
Q9UBC2	CCDS58654.1
Q9UBC2	CCDS59363.1
Q9HBH1	CCDS10875.1
P57679	CCDS3383.1
Q5T011	CCDS30694.2
Q5T011	CCDS90935.1
Q9H4L7	CCDS3639.1
Q9H4L7	CCDS47101.1
Q9H4L7	CCDS58914.1
O94805	CCDS5702.1
Q8TBZ9	CCDS34678.1
P46779	CCDS12924.1
P46779	CCDS46189.1
P46779	CCDS46190.1
P46779	CCDS46191.1
P46779	CCDS46192.1
Q9H790	CCDS453.1
A8MWA6	CCDS94251.1
Q13003	CCDS416.1
O60469	CCDS42929.1
Q02388	CCDS2773.1
Q08357	CCDS6132.1
Q99470	CCDS11238.1
O43709	CCDS5557.1
O43709	CCDS56490.1
Q8WUI4	CCDS41776.1
Q8WUI4	CCDS81685.1
Q8WUI4	CCDS8756.2
Q96AA8	CCDS4285.1
Q96AA8	CCDS59495.1
Q96AA8	CCDS64284.1
Q96AA8	CCDS75352.1
Q9BZF9	CCDS10235.1
Q9BZF9	CCDS32280.1
P40225	CCDS3265.1
P40225	CCDS54693.1
Q9Y6X1	CCDS3150.1
P13533	CCDS9600.1
Q5VV41	CCDS46.2
P40227	CCDS34640.1
P40227	CCDS5523.1
O14983	CCDS10643.1
O14983	CCDS42139.1
O14983	CCDS66997.1
Q86X67	CCDS31220.1
Q86X67	CCDS60551.1
Q86X67	CCDS60552.1
Q86X67	CCDS60553.1
P41091	CCDS14210.1
Q9NUT2	CCDS5913.1
Q9NUT2	CCDS64798.1
Q9NUT2	CCDS64799.1
Q9NUT2	CCDS64800.1
Q8NCF5	CCDS10645.1
P49448	CCDS14603.1
O60673	CCDS5091.2
O60673	CCDS69177.1
O60658	CCDS10336.1
O60658	CCDS10337.1
O60658	CCDS58397.1
O94915	CCDS43227.1
O95684	CCDS5296.1
O95684	CCDS5297.1
Q8N1N4	CCDS73473.1
Q8N1N4	CCDS8840.1
Q6ZR08	CCDS33771.1
P15291	CCDS6535.1
O15357	CCDS8213.1
Q96RG2	CCDS2545.1
Q96RG2	CCDS58758.1
Q96RG2	CCDS58759.1
O43542	CCDS9984.1
O95347	CCDS35086.1
P42858	CCDS43206.1
P42702	CCDS3927.1
O60522	CCDS34470.1
O60522	CCDS55017.1
P29373	CCDS1152.1
Q8IZA0	CCDS390.1
Q06495	CCDS4418.1
Q06495	CCDS54953.1
Q9H204	CCDS33963.1
P53621	CCDS1202.1
P53621	CCDS41424.1
Q6KC79	CCDS3920.1
Q6KC79	CCDS47198.1
P35670	CCDS41892.1
P35670	CCDS45049.1
P35670	CCDS58293.1
Q13868	CCDS65160.1
Q13868	CCDS65161.1
Q13868	CCDS6935.1
Q6PJT7	CCDS32133.1
Q6PJT7	CCDS32134.1
Q6PJT7	CCDS32135.1
Q6PJT7	CCDS32136.1
Q6PJT7	CCDS55938.1
Q6PJT7	CCDS86418.1
Q9HAW4	CCDS396.1
Q9HAW4	CCDS53297.1
Q9HAW4	CCDS81299.1
Q8N103	CCDS5261.1
Q8N103	CCDS5262.1
Q8N103	CCDS5263.1
Q8N2I9	CCDS407.1
Q8N2I9	CCDS60089.1
Q06055	CCDS31812.1
Q06055	CCDS81694.1
Q7Z4P5	CCDS1701.1
Q14031	CCDS14541.1
Q14031	CCDS14542.1
Q9NYP3	CCDS13632.1
Q08116	CCDS1375.2
Q16280	CCDS14701.1
P21108	CCDS47552.1
Q00325	CCDS9065.1
Q00325	CCDS9066.1
Q5SW24	CCDS47519.1
Q5SW24	CCDS69241.1
Q5SW24	CCDS75554.1
O15091	CCDS32063.1
O15091	CCDS58312.1
O15091	CCDS58313.1
O15091	CCDS58314.1
P01266	CCDS34944.1
O75159	CCDS1830.1
P33908	CCDS5122.1
O14795	CCDS6579.1
O14795	CCDS83361.1
Q96NJ3	CCDS12638.1
Q8TEE9	CCDS55137.1
Q15746	CCDS3023.1
Q15746	CCDS43141.1
Q15746	CCDS46896.1
Q15746	CCDS46897.1
Q15746	CCDS58849.1
Q15746	CCDS93356.1
Q8IXK2	CCDS6737.1
P01031	CCDS6826.1
Q13882	CCDS13524.1
Q13882	CCDS74750.1
Q5SV97	CCDS76083.1
Q5SV97	CCDS90836.1
Q96CG8	CCDS59110.1
Q96CG8	CCDS6299.1
Q12837	CCDS34074.1
P22492	CCDS34349.1
Q9H720	CCDS3486.1
P51957	CCDS2863.1
P51957	CCDS54593.1
P51957	CCDS87089.1
Q53HL2	CCDS424.1
Q9H081	CCDS11074.1
O75943	CCDS4003.1
O75943	CCDS4004.1
O75943	CCDS4005.1
O75943	CCDS47226.1
Q9HD89	CCDS12182.1
Q9HD89	CCDS92503.1
Q01484	CCDS3702.1
Q01484	CCDS43261.1
Q01484	CCDS54796.1
Q9NRU3	CCDS7478.2
Q4G0A6	CCDS43565.1
Q9ULT8	CCDS41939.1
Q9H3U1	CCDS10367.1
Q9H3U1	CCDS42082.1
O75962	CCDS3883.1
Q8IY17	CCDS32891.1
Q8IY17	CCDS54206.1
Q8IY17	CCDS54207.1
Q9BXT6	CCDS14084.1
Q9BXT6	CCDS54541.1
Q9BXT6	CCDS54542.1
Q9BXT6	CCDS54543.1
Q7Z460	CCDS92851.1
Q7Z460	CCDS92852.1
Q7Z460	CCDS92854.1
Q86Y82	CCDS310.1
P13584	CCDS41328.1
P13584	CCDS542.1
Q8IY21	CCDS34097.1
P54687	CCDS44845.1
P54687	CCDS53760.1
P54687	CCDS53761.1
P54687	CCDS53762.1
P54687	CCDS53763.1
O60318	CCDS13734.1
Q8TBB1	CCDS3492.1
Q8TBB1	CCDS47057.1
Q00839	CCDS31081.1
Q00839	CCDS41479.1
Q8NHU6	CCDS6725.1
